name_a,name_b,identity,len_a,len_b
6NI6_single_001_density_input.pdb,3mgkB_31.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_31_reres.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_21.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3mgkB_21_reres.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3ewnA00_14.pdb,0.425,227,228
6NI6_single_001_density_input.pdb,3mgkB_1_reres.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_1.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_24.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_24_reres.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_23.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3mgkB_23_reres.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3mgkB_12.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_12_reres.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_11_reres.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_11.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_27.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_27_reres.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_16.pdb,0.318,227,201
6NI6_single_001_density_input.pdb,3mgkB_16_reres.pdb,0.318,227,201
6NI6_single_001_density_input.pdb,3mgkB_8.pdb,0.311,227,201
6NI6_single_001_density_input.pdb,3mgkB_8_reres.pdb,0.311,227,201
6NI6_single_001_density_input.pdb,3mgkB_3.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_3_reres.pdb,0.316,227,201
6NI6_single_001_density_input.pdb,3mgkB_10.pdb,0.301,227,201
6NI6_single_001_density_input.pdb,3mgkB_10_reres.pdb,0.301,227,201
6NI6_single_001_density_input.pdb,3mgkB_19.pdb,0.306,227,201
6NI6_single_001_density_input.pdb,3mgkB_19_reres.pdb,0.306,227,201
6NI6_single_001_density_input.pdb,4k2hD00_5.pdb,0.333,227,186
6NI6_single_001_density_input.pdb,4k2hD00_5_reres.pdb,0.333,227,186
6NI6_single_001_density_input.pdb,4k2hD00_21.pdb,0.343,227,186
6NI6_single_001_density_input.pdb,4k2hD00_21_reres.pdb,0.343,227,186
6NI6_single_001_density_input.pdb,4y1eA_15.pdb,0.4,227,171
6NI6_single_001_density_input.pdb,3cyfA00_28.pdb,0.325,227,185
6NI6_single_001_density_input.pdb,4k2hD00_15.pdb,0.375,227,186
6NI6_single_001_density_input.pdb,4k2hD00_15_reres.pdb,0.375,227,186
6NI6_single_001_density_input.pdb,3fseA01_31.pdb,0.335,227,190
6NI6_single_001_density_input.pdb,4y1eA_25.pdb,0.373,227,171
6NI6_single_001_density_input.pdb,3uk7A01_30.pdb,0.382,227,187
6NI6_single_001_density_input.pdb,3uk7A01_9.pdb,0.386,227,187
6NI6_single_001_density_input.pdb,3cyfA00_20.pdb,0.35,227,185
6NI6_single_001_density_input.pdb,4k2hD00_0.pdb,0.387,227,186
6NI6_single_001_density_input.pdb,4k2hD00_0_reres.pdb,0.387,227,186
6NI6_single_001_density_input.pdb,3cyfA00_15.pdb,0.298,227,185
6NI6_single_001_density_input.pdb,3cyfA00_31.pdb,0.368,227,185
6NI6_single_001_density_input.pdb,3uk7A01_28.pdb,0.366,227,187
6NI6_single_001_density_input.pdb,3uk7A01_5.pdb,0.423,227,187
6NI6_single_001_density_input.pdb,3fseA01_20.pdb,0.328,227,190
6NI6_single_001_density_input.pdb,4k2hD00_27.pdb,0.337,227,186
6NI6_single_001_density_input.pdb,4k2hD00_27_reres.pdb,0.337,227,186
6NI6_single_001_density_input.pdb,4k2hD00_29.pdb,0.406,227,186
6NI6_single_001_density_input.pdb,4k2hD00_29_reres.pdb,0.406,227,186
6NI6_single_001_density_input.pdb,3uk7A01_14.pdb,0.346,227,187
6NI6_single_001_density_input.pdb,3cyfA00_30.pdb,0.308,227,185
6NI6_single_001_density_input.pdb,4k2hD00_1_reres.pdb,0.378,227,186
6NI6_single_001_density_input.pdb,4k2hD00_1.pdb,0.378,227,186
6NI6_single_001_density_input.pdb,3uk7A01_16.pdb,0.348,227,187
6NI6_single_001_density_input.pdb,4hcjA00_16.pdb,0.366,227,169
6NI6_single_001_density_input.pdb,4hcjA00_11.pdb,0.341,227,169
6NI6_single_001_density_input.pdb,4y1eA_18.pdb,0.373,227,171
6NI6_single_001_density_input.pdb,4y1eA_17.pdb,0.324,227,171
6NI6_single_001_density_input.pdb,4y1eA_23.pdb,0.311,227,171
6NI6_single_001_density_input.pdb,4y1eA_30.pdb,0.357,227,171
6NI6_single_001_density_input.pdb,4k2hD00_23.pdb,0.382,227,186
6NI6_single_001_density_input.pdb,4k2hD00_23_reres.pdb,0.382,227,186
6NI6_single_001_density_input.pdb,3fseA01_17.pdb,0.322,227,190
6NI6_single_001_density_input.pdb,3fseA01_9.pdb,0.348,227,190
6NI6_single_001_density_input.pdb,4k2hD00_16.pdb,0.367,227,186
6NI6_single_001_density_input.pdb,4k2hD00_16_reres.pdb,0.367,227,186
6NI6_single_001_density_input.pdb,3uk7A01_21.pdb,0.384,227,187
6NI6_single_001_density_input.pdb,4hcjA00_13.pdb,0.384,227,169
6NI6_single_001_density_input.pdb,4y1eA_14.pdb,0.313,227,171
6NI6_single_001_density_input.pdb,3fseA01_14.pdb,0.328,227,190
6NI6_single_001_density_input.pdb,4y1eA_8.pdb,0.365,227,171
6NI6_single_001_density_input.pdb,3cyfA00_0.pdb,0.325,227,185
6NI6_single_001_density_input.pdb,4k2hD00_28.pdb,0.319,227,186
6NI6_single_001_density_input.pdb,4k2hD00_28_reres.pdb,0.319,227,186
6NI6_single_001_density_input.pdb,4k2hD00_30.pdb,0.299,227,186
6NI6_single_001_density_input.pdb,4k2hD00_30_reres.pdb,0.299,227,186
6NI6_single_001_density_input.pdb,4k2hD00_7.pdb,0.375,227,186
6NI6_single_001_density_input.pdb,4k2hD00_7_reres.pdb,0.375,227,186
6NI6_single_001_density_input.pdb,4k2hD00_8.pdb,0.329,227,186
6NI6_single_001_density_input.pdb,4k2hD00_8_reres.pdb,0.329,227,186
6NI6_single_001_density_input.pdb,3uk7A01_24.pdb,0.356,227,187
6NI6_single_001_density_input.pdb,3fseA01_2.pdb,0.357,227,190
6NI6_single_001_density_input.pdb,4y1eA_0.pdb,0.311,227,171
6NI6_single_001_density_input.pdb,4y1eA_10.pdb,0.349,227,171
6NI6_single_001_density_input.pdb,4k2hD00_13.pdb,0.333,227,186
6NI6_single_001_density_input.pdb,4k2hD00_13_reres.pdb,0.333,227,186
6NI6_single_001_density_input.pdb,4k2hD00_4.pdb,0.307,227,186
6NI6_single_001_density_input.pdb,4k2hD00_4_reres.pdb,0.307,227,186
6NI6_single_001_density_input.pdb,3uk7A01_1.pdb,0.368,227,187
6NI6_single_001_density_input.pdb,4y1eA_20.pdb,0.307,227,171
6NI6_single_001_density_input.pdb,3cyfA00_27.pdb,0.308,227,185
6NI6_single_001_density_input.pdb,4hcjA00_20.pdb,0.361,227,169
6NI6_single_001_density_input.pdb,4y1eA_12.pdb,0.311,227,171
6NI6_single_001_density_input.pdb,3cyfA00_26.pdb,0.342,227,185
6NI6_single_001_density_input.pdb,3uk7A01_2.pdb,0.396,227,187
6NI6_single_001_density_input.pdb,4y1eA_19.pdb,0.369,227,171
6NI6_single_001_density_input.pdb,4xllA00_16.pdb,0.337,227,183
6NI6_single_001_density_input.pdb,4k2hD00_20.pdb,0.377,227,186
6NI6_single_001_density_input.pdb,4k2hD00_20_reres.pdb,0.377,227,186
6NI6_single_001_density_input.pdb,3uk7A01_10.pdb,0.387,227,187
6NI6_single_001_density_input.pdb,4y1eA_2.pdb,0.333,227,171
6NI6_single_001_density_input.pdb,3cyfA00_5.pdb,0.34,227,185
6NI6_single_001_density_input.pdb,3fseA01_15.pdb,0.333,227,190
6NI6_single_001_density_input.pdb,4xllA00_10.pdb,0.309,227,183
6NI6_single_001_density_input.pdb,3cyfA00_18.pdb,0.308,227,185
6NI6_single_001_density_input.pdb,3fseA01_19.pdb,0.315,227,190
6NI6_single_001_density_input.pdb,4hcjA00_26.pdb,0.36,227,169
6NI6_single_001_density_input.pdb,4y1eA_24.pdb,0.305,227,171
6NI6_single_001_density_input.pdb,3cyfA00_3.pdb,0.342,227,185
6NI6_single_001_density_input.pdb,3cyfA00_11.pdb,0.342,227,185
6NI6_single_001_density_input.pdb,3fseA01_10.pdb,0.335,227,190
6NI6_single_001_density_input.pdb,4y1eA_4.pdb,0.35,227,171
6NI6_single_001_density_input.pdb,3cyfA00_13.pdb,0.308,227,185
6NI6_single_001_density_input.pdb,3fseA01_29.pdb,0.328,227,190
6NI6_single_001_density_input.pdb,4y1eA_3.pdb,0.359,227,171
6NI6_single_001_density_input.pdb,4k2hD00_10.pdb,0.333,227,186
6NI6_single_001_density_input.pdb,4k2hD00_10_reres.pdb,0.333,227,186
6NI6_single_001_density_input.pdb,3bhnA00_3.pdb,0.37,227,208
6NI6_single_001_density_input.pdb,4xllA00_23.pdb,0.337,227,183
6NI6_single_001_density_input.pdb,3uk7A01_18.pdb,0.352,227,187
6NI6_single_001_density_input.pdb,3fseA01_13.pdb,0.311,227,190
6NI6_single_001_density_input.pdb,3bhnA00_11.pdb,0.369,227,208
6NI6_single_001_density_input.pdb,4hcjA00_1.pdb,0.35,227,169
6NI6_single_001_density_input.pdb,4y1eA_26.pdb,0.325,227,171
6NI6_single_001_density_input.pdb,3fseA01_11.pdb,0.333,227,190
6NI6_single_001_density_input.pdb,4y1eA_11.pdb,0.333,227,171
6NI6_single_001_density_input.pdb,3uk7A01_0.pdb,0.349,227,187
6NI6_single_001_density_input.pdb,3fseA01_7.pdb,0.313,227,190
6NI6_single_001_density_input.pdb,4y1eA_27.pdb,0.305,227,171
6NI6_single_001_density_input.pdb,4xllA00_14.pdb,0.298,227,183
6NI6_single_001_density_input.pdb,3cyfA00_7.pdb,0.303,227,185
6NI6_single_001_density_input.pdb,3cyfA00_9.pdb,0.297,227,185
6NI6_single_001_density_input.pdb,3fseA01_18.pdb,0.315,227,190
6NI6_single_001_density_input.pdb,3fseA01_5.pdb,0.32,227,190
6NI6_single_001_density_input.pdb,4y1eA_6.pdb,0.325,227,171
6NI6_single_001_density_input.pdb,4xllA00_2.pdb,0.327,227,183
6NI6_single_001_density_input.pdb,3cyfA00_4.pdb,0.296,227,185
6NI6_single_001_density_input.pdb,3fseA01_1.pdb,0.317,227,190
6NI6_single_001_density_input.pdb,4y1eA_16.pdb,0.325,227,171
6NI6_single_001_density_input.pdb,3cyfA00_16.pdb,0.308,227,185
6NI6_single_001_density_input.pdb,3cyfA00_6.pdb,0.292,227,185
6NI6_single_001_density_input.pdb,3cyfA00_29.pdb,0.302,227,185
6NI6_single_001_density_input.pdb,4y1eA_31.pdb,0.344,227,171
6NI6_single_001_density_input.pdb,4y1eA_5.pdb,0.298,227,171
6NI6_single_001_density_input.pdb,3fseA01_23.pdb,0.305,227,190
6NI6_single_001_density_input.pdb,3fseA01_26.pdb,0.296,227,190
6NI6_single_001_density_input.pdb,4y1eA_9.pdb,0.317,227,171
6NI6_single_001_density_input.pdb,3uk7A01_6.pdb,0.357,227,187
6NI6_single_001_density_input.pdb,3fseA01_16.pdb,0.309,227,190
6NI6_single_001_density_input.pdb,4y1eA_29.pdb,0.345,227,171
6NI6_single_001_density_input.pdb,4y1eA_1.pdb,0.33,227,171
6NI6_single_001_density_input.pdb,3cyfA00_2.pdb,0.297,227,185
6NI6_single_001_density_input.pdb,4xllA00_5.pdb,0.341,227,183
6NI6_single_001_density_input.pdb,3fseA01_12.pdb,0.293,227,190
6NI6_single_001_density_input.pdb,4xllA00_26.pdb,0.341,227,183
6NI6_single_001_density_input.pdb,3uk7A01_25.pdb,0.341,227,187
6NI6_single_001_density_input.pdb,3fseA01_30.pdb,0.328,227,190
6NI6_single_001_density_input.pdb,3bhnA00_1.pdb,0.369,227,208
6NI6_single_001_density_input.pdb,4xllA00_13.pdb,0.275,227,183
6NI6_single_001_density_input.pdb,4y1eA_28.pdb,0.292,227,171
6NI6_single_001_density_input.pdb,4y1eA_22.pdb,0.324,227,171
6NI6_single_001_density_input.pdb,3cyfA00_14.pdb,0.321,227,185
6NI6_single_001_density_input.pdb,3bhnA00_16.pdb,0.375,227,208
6NI6_single_001_density_input.pdb,3fseA01_27.pdb,0.305,227,190
6NI6_single_001_density_input.pdb,3bhnA00_25.pdb,0.326,227,208
6NI6_single_001_density_input.pdb,3fseA01_21.pdb,0.282,227,190
6NI6_single_001_density_input.pdb,4y1eA_21.pdb,0.387,227,171
6NI6_single_001_density_input.pdb,3cyfA00_12.pdb,0.321,227,185
6NI6_single_001_density_input.pdb,4k2hD00_31.pdb,0.276,227,186
6NI6_single_001_density_input.pdb,4k2hD00_31_reres.pdb,0.276,227,186
6NI6_single_001_density_input.pdb,3bhnA00_24.pdb,0.345,227,208
6NI6_single_001_density_input.pdb,2vrnA00_21.pdb,0.294,227,184
6NI6_single_001_density_input.pdb,3cyfA00_23.pdb,0.314,227,185
6NI6_single_001_density_input.pdb,3bhnA00_14.pdb,0.348,227,208
6NI6_single_001_density_input.pdb,2vrnA00_6.pdb,0.273,227,184
6NI6_single_001_density_input.pdb,3cyfA00_10.pdb,0.316,227,185
6NI6_single_001_density_input.pdb,3fseA01_25.pdb,0.296,227,190
6NI6_single_001_density_input.pdb,3fseA01_6.pdb,0.296,227,190
6NI6_single_001_density_input.pdb,4y1eA_7.pdb,0.324,227,171
6NI6_single_001_density_input.pdb,4xllA00_17.pdb,0.292,227,183
6NI6_single_001_density_input.pdb,3cyfA00_19.pdb,0.292,227,185
6NI6_single_001_density_input.pdb,3bhnA00_17.pdb,0.3,227,208
6NI6_single_001_density_input.pdb,3bhnA00_22.pdb,0.404,227,208
6NI6_single_001_density_input.pdb,3bhnA00_7.pdb,0.3,227,208
6NI6_single_001_density_input.pdb,4xllA00_25.pdb,0.324,227,183
6NI6_single_001_density_input.pdb,2vrnA00_3.pdb,0.309,227,184
6NI6_single_001_density_input.pdb,4xllA00_11.pdb,0.316,227,183
6NI6_single_001_density_input.pdb,2vrnA00_14.pdb,0.336,227,184
6NI6_single_001_density_input.pdb,3fseA01_22.pdb,0.373,227,190
6NI6_single_001_density_input.pdb,3bhnA00_30.pdb,0.366,227,208
6NI6_single_001_density_input.pdb,3bhnA00_23.pdb,0.3,227,208
6NI6_single_001_density_input.pdb,3bhnA00_0.pdb,0.393,227,208
6NI6_single_001_density_input.pdb,3bhnA00_13.pdb,0.324,227,208
6NI6_single_001_density_input.pdb,2vrnA00_11.pdb,0.298,227,184
6NI6_single_001_density_input.pdb,3fseA01_0.pdb,0.282,227,190
6NI6_single_001_density_input.pdb,3bhnA00_29.pdb,0.367,227,208
6NI6_single_001_density_input.pdb,4xllA00_24.pdb,0.324,227,183
6NI6_single_001_density_input.pdb,4xllA00_9.pdb,0.314,227,183
6NI6_single_001_density_input.pdb,3bhnA00_2.pdb,0.333,227,208
6NI6_single_001_density_input.pdb,3bhnA00_26.pdb,0.305,227,208
6NI6_single_001_density_input.pdb,3bhnA00_28.pdb,0.371,227,208
6NI6_single_001_density_input.pdb,3bhnA00_6.pdb,0.333,227,208
6NI6_single_001_density_input.pdb,3bhnA00_20.pdb,0.325,227,208
6NI6_single_001_density_input.pdb,4xllA00_8.pdb,0.284,227,183
6NI6_single_001_density_input.pdb,3bhnA00_27.pdb,0.278,227,208
6NI6_single_001_density_input.pdb,3bhnA00_21.pdb,0.39,227,208
6NI6_single_001_density_input.pdb,3bhnA00_19.pdb,0.39,227,208
6NI6_single_001_density_input.pdb,3bhnA00_5.pdb,0.436,227,208
6NI6_single_001_density_input.pdb,3bhnA00_18.pdb,0.382,227,208
6NI6_single_001_density_input.pdb,3bhnA00_8.pdb,0.333,227,208
6NI6_single_001_density_input.pdb,2vrnA00_12.pdb,0.31,227,184
6NI6_single_001_density_input.pdb,3bhnA00_9.pdb,0.382,227,208
6NI6_single_001_density_input.pdb,3fseA01_28.pdb,0.298,227,190
6NI6_single_001_density_input.pdb,3bhnA00_4.pdb,0.464,227,208
7AVG_single_001_density_input.pdb,132lA00_13.pdb,0.592,129,124
7AVG_single_001_density_input.pdb,132lA00_9.pdb,0.592,129,124
7AVG_single_001_density_input.pdb,132lA00_30.pdb,0.584,129,124
7AVG_single_001_density_input.pdb,132lA00_21.pdb,0.584,129,124
7AVG_single_001_density_input.pdb,132lA00_5.pdb,0.584,129,124
7AVG_single_001_density_input.pdb,132lA00_19.pdb,0.576,129,124
7AVG_single_001_density_input.pdb,132lA00_12.pdb,0.576,129,124
7AVG_single_001_density_input.pdb,132lA00_22.pdb,0.576,129,124
7AVG_single_001_density_input.pdb,132lA00_1.pdb,0.568,129,124
7AVG_single_001_density_input.pdb,132lA00_24.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_28.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_7.pdb,0.568,129,124
7AVG_single_001_density_input.pdb,132lA00_2.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_16.pdb,0.568,129,124
7AVG_single_001_density_input.pdb,132lA00_18.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_17.pdb,0.576,129,124
7AVG_single_001_density_input.pdb,132lA00_15.pdb,0.568,129,124
7AVG_single_001_density_input.pdb,132lA00_6.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_8.pdb,0.544,129,124
7AVG_single_001_density_input.pdb,132lA00_4.pdb,0.568,129,124
7AVG_single_001_density_input.pdb,132lA00_20.pdb,0.544,129,124
7AVG_single_001_density_input.pdb,132lA00_26.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_10.pdb,0.568,129,124
7AVG_single_001_density_input.pdb,132lA00_0.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_29.pdb,0.56,129,124
7AVG_single_001_density_input.pdb,132lA00_14.pdb,0.544,129,124
7AVG_single_001_density_input.pdb,132lA00_31.pdb,0.552,129,124
7AVG_single_001_density_input.pdb,132lA00_25.pdb,0.528,129,124
7AVG_single_001_density_input.pdb,132lA00_27.pdb,0.528,129,124
7AVG_single_001_density_input.pdb,132lA00_23.pdb,0.555,129,124
7AVG_single_001_density_input.pdb,132lA00_11.pdb,0.536,129,124
7AVG_single_001_density_input.pdb,132lA00_3.pdb,0.52,129,124
7AVG_single_001_density_input.pdb,1hfxA00_15.pdb,0.385,129,123
7AVG_single_001_density_input.pdb,1hfxA00_21.pdb,0.379,129,123
7AVG_single_001_density_input.pdb,1hfxA00_28.pdb,0.417,129,123
7AVG_single_001_density_input.pdb,1hfxA00_26.pdb,0.36,129,123
7AVG_single_001_density_input.pdb,1hfxA00_4.pdb,0.405,129,123
7AVG_single_001_density_input.pdb,1hfxA00_16.pdb,0.369,129,123
7AVG_single_001_density_input.pdb,1hfxA00_8.pdb,0.36,129,123
7AVG_single_001_density_input.pdb,1hfxA00_0.pdb,0.396,129,123
7AVG_single_001_density_input.pdb,1hfxA00_11.pdb,0.378,129,123
7AVG_single_001_density_input.pdb,1hfxA00_2.pdb,0.369,129,123
7AVG_single_001_density_input.pdb,1hfxA00_22.pdb,0.378,129,123
7AVG_single_001_density_input.pdb,1hfxA00_12.pdb,0.336,129,123
7AVG_single_001_density_input.pdb,1hfxA00_14.pdb,0.344,129,123
7AVG_single_001_density_input.pdb,1hfxA00_31.pdb,0.378,129,123
7AVG_single_001_density_input.pdb,3zvqA00_28.pdb,0.514,129,70
7AVG_single_001_density_input.pdb,1iizA00_25.pdb,0.354,129,120
7AVG_single_001_density_input.pdb,1hfxA00_27.pdb,0.352,129,123
7AVG_single_001_density_input.pdb,1iizA00_28.pdb,0.373,129,120
7AVG_single_001_density_input.pdb,1hfxA00_25.pdb,0.372,129,123
7AVG_single_001_density_input.pdb,1iizA00_21.pdb,0.349,129,120
7AVG_single_001_density_input.pdb,1iizA00_22.pdb,0.356,129,120
7AVG_single_001_density_input.pdb,1iizA00_29.pdb,0.344,129,120
7AVG_single_001_density_input.pdb,1hfxA00_29.pdb,0.354,129,123
7AVG_single_001_density_input.pdb,1hfxA00_7.pdb,0.336,129,123
7AVG_single_001_density_input.pdb,1iizA00_26.pdb,0.41,129,120
7AVG_single_001_density_input.pdb,1hfxA00_6.pdb,0.375,129,123
7AVG_single_001_density_input.pdb,1hfxA00_9.pdb,0.352,129,123
7AVG_single_001_density_input.pdb,1hfxA00_10.pdb,0.327,129,123
7AVG_single_001_density_input.pdb,3zvqA00_7.pdb,0.515,129,70
7AVG_single_001_density_input.pdb,3zvqA00_14.pdb,0.515,129,70
7AVG_single_001_density_input.pdb,1hfxA00_18.pdb,0.36,129,123
7AVG_single_001_density_input.pdb,1iizA00_15.pdb,0.349,129,120
7AVG_single_001_density_input.pdb,1hfxA00_13.pdb,0.336,129,123
7AVG_single_001_density_input.pdb,1hfxA00_20.pdb,0.369,129,123
7AVG_single_001_density_input.pdb,3zvqA00_5.pdb,0.471,129,70
7AVG_single_001_density_input.pdb,1iizA00_18.pdb,0.351,129,120
7AVG_single_001_density_input.pdb,1iizA00_12.pdb,0.338,129,120
7AVG_single_001_density_input.pdb,1iizA00_6.pdb,0.365,129,120
7AVG_single_001_density_input.pdb,1iizA00_0.pdb,0.341,129,120
7AVG_single_001_density_input.pdb,1iizA00_13.pdb,0.333,129,120
7AVG_single_001_density_input.pdb,1iizA00_14.pdb,0.341,129,120
7AVG_single_001_density_input.pdb,1iizA00_31.pdb,0.404,129,120
7AVG_single_001_density_input.pdb,1iizA00_8.pdb,0.408,129,120
7AVG_single_001_density_input.pdb,1hfxA00_30.pdb,0.336,129,123
7AVG_single_001_density_input.pdb,1iizA00_11.pdb,0.341,129,120
7AVG_single_001_density_input.pdb,1iizA00_3.pdb,0.347,129,120
7AVG_single_001_density_input.pdb,1iizA00_19.pdb,0.33,129,120
7AVG_single_001_density_input.pdb,1iizA00_24.pdb,0.354,129,120
7AVG_single_001_density_input.pdb,1iizA00_7.pdb,0.347,129,120
7AVG_single_001_density_input.pdb,1iizA00_17.pdb,0.404,129,120
7AVG_single_001_density_input.pdb,1hfxA00_19.pdb,0.35,129,123
7AVG_single_001_density_input.pdb,1hfxA00_24.pdb,0.362,129,123
7AVG_single_001_density_input.pdb,1iizA00_30.pdb,0.383,129,120
7AVG_single_001_density_input.pdb,1iizA00_4.pdb,0.356,129,120
7AVG_single_001_density_input.pdb,1hfxA00_5.pdb,0.318,129,123
7AVG_single_001_density_input.pdb,1iizA00_10.pdb,0.362,129,120
7AVG_single_001_density_input.pdb,1iizA00_9.pdb,0.347,129,120
7AVG_single_001_density_input.pdb,3zvqA00_19.pdb,0.492,129,70
7AVG_single_001_density_input.pdb,1hfxA00_1.pdb,0.357,129,123
7AVG_single_001_density_input.pdb,3zvqA00_3.pdb,0.463,129,70
7AVG_single_001_density_input.pdb,3zvqA00_2.pdb,0.457,129,70
7AVG_single_001_density_input.pdb,1iizA00_27.pdb,0.37,129,120
7AVG_single_001_density_input.pdb,3zvqA00_6.pdb,0.47,129,70
7AVG_single_001_density_input.pdb,1iizA00_1.pdb,0.33,129,120
7AVG_single_001_density_input.pdb,1hfxA00_23.pdb,0.368,129,123
7AVG_single_001_density_input.pdb,1hfxA00_3.pdb,0.323,129,123
7AVG_single_001_density_input.pdb,3zvqA00_20.pdb,0.468,129,70
7AVG_single_001_density_input.pdb,1hfxA00_17.pdb,0.336,129,123
7AVG_single_001_density_input.pdb,1iizA00_20.pdb,0.33,129,120
7AVG_single_001_density_input.pdb,1iizA00_23.pdb,0.363,129,120
7AVG_single_001_density_input.pdb,3zvqA00_24.pdb,0.441,129,70
7AVG_single_001_density_input.pdb,3zvqA00_8.pdb,0.442,129,70
7AVG_single_001_density_input.pdb,1iizA00_16.pdb,0.333,129,120
7AVG_single_001_density_input.pdb,3zvqA00_31.pdb,0.457,129,70
7AVG_single_001_density_input.pdb,1iizA00_5.pdb,0.367,129,120
7AVG_single_001_density_input.pdb,3zvqA00_4.pdb,0.455,129,70
7AVG_single_001_density_input.pdb,3zvqA00_9.pdb,0.428,129,70
7AVG_single_001_density_input.pdb,3zvqA00_16.pdb,0.442,129,70
7AVG_single_001_density_input.pdb,3zvqA00_30.pdb,0.476,129,70
7AVG_single_001_density_input.pdb,3zvqA00_1.pdb,0.476,129,70
7AVG_single_001_density_input.pdb,3zvqA00_15.pdb,0.468,129,70
7AVG_single_001_density_input.pdb,3zvqA00_0.pdb,0.428,129,70
7AVG_single_001_density_input.pdb,3zvqA00_10.pdb,0.468,129,70
7AVG_single_001_density_input.pdb,3zvqA00_29.pdb,0.453,129,70
7AVG_single_001_density_input.pdb,3zvqA00_23.pdb,0.428,129,70
7AVG_single_001_density_input.pdb,3zvqA00_26.pdb,0.428,129,70
7AVG_single_001_density_input.pdb,3zvqA00_18.pdb,0.414,129,70
7AVG_single_001_density_input.pdb,3zvqA00_12.pdb,0.434,129,70
7AVG_single_001_density_input.pdb,3zvqA00_27.pdb,0.414,129,70
7AVG_single_001_density_input.pdb,3zvqB_23.pdb,0.454,129,58
7AVG_single_001_density_input.pdb,3zvqB_23_reres.pdb,0.454,129,58
7AVG_single_001_density_input.pdb,3zvqB_12.pdb,0.482,129,58
7AVG_single_001_density_input.pdb,3zvqB_12_reres.pdb,0.482,129,58
7AVG_single_001_density_input.pdb,3zvqB_21.pdb,0.421,129,58
7AVG_single_001_density_input.pdb,3zvqB_21_reres.pdb,0.421,129,58
7AVG_single_001_density_input.pdb,3zvqA00_11.pdb,0.444,129,69
7AVG_single_001_density_input.pdb,3zvqA00_21.pdb,0.428,129,70
7AVG_single_001_density_input.pdb,3zvqA00_17.pdb,0.411,129,70
7AVG_single_001_density_input.pdb,3zvqB_0.pdb,0.428,129,58
7AVG_single_001_density_input.pdb,3zvqB_0_reres.pdb,0.428,129,58
7AVG_single_001_density_input.pdb,3zvqA00_25.pdb,0.412,129,70
7AVG_single_001_density_input.pdb,3zvqB_9.pdb,0.362,129,58
7AVG_single_001_density_input.pdb,3zvqB_9_reres.pdb,0.362,129,58
7AVG_single_001_density_input.pdb,3zvqB_7.pdb,0.377,129,58
7AVG_single_001_density_input.pdb,3zvqB_7_reres.pdb,0.377,129,58
7AVG_single_001_density_input.pdb,3zvqB_31.pdb,0.35,129,58
7AVG_single_001_density_input.pdb,3zvqB_31_reres.pdb,0.35,129,58
7AVG_single_001_density_input.pdb,3zvqB_1_reres.pdb,0.357,129,58
7AVG_single_001_density_input.pdb,3zvqB_1.pdb,0.357,129,58
7AVG_single_001_density_input.pdb,3zvqB_10.pdb,0.375,129,58
7AVG_single_001_density_input.pdb,3zvqB_10_reres.pdb,0.375,129,58
7AVG_single_001_density_input.pdb,3zvqB_18.pdb,0.375,129,58
7AVG_single_001_density_input.pdb,3zvqB_18_reres.pdb,0.375,129,58
7AVG_single_001_density_input.pdb,3zvqB_8.pdb,0.392,129,58
7AVG_single_001_density_input.pdb,3zvqB_22.pdb,0.375,129,58
7AVG_single_001_density_input.pdb,3zvqB_8_reres.pdb,0.392,129,58
7AVG_single_001_density_input.pdb,3zvqB_22_reres.pdb,0.375,129,58
7AVG_single_001_density_input.pdb,3zvqB_30.pdb,0.357,129,58
7AVG_single_001_density_input.pdb,3zvqB_30_reres.pdb,0.357,129,58
7FRD_single_001_density_input.pdb,2acfD00_2_reres.pdb,0.56,167,179
7FRD_single_001_density_input.pdb,2acfD00_2.pdb,0.56,167,179
7FRD_single_001_density_input.pdb,2acfD00_7.pdb,0.548,167,179
